date,fire_count,fire_frp_sum,fire_frp_mean,fire_nearest_km,fire_mean_km,fire_frp_dist_weighted_sum,fire_smoke_transport_index,upwind_fire_count,upwind_fire_frp_sum,upwind_fire_nearest_km
2018-06-12,3.0,10.84,3.6133333333333333,180.6936550597034,304.4337299868518,0.05557252276292407,1.0810737049976022e-05,2.0,1.4700000000000002,366.278568979191
2018-06-13,3.0,4.58,1.5266666666666666,202.30142004885573,284.3602796893841,0.014920171195742944,2.0500606271264613e-05,1.0,0.93,202.30142004885573
2018-06-14,1.0,2.73,2.73,359.4828572258875,359.4828572258875,0.007573175659471968,8.051091139441452e-06,0.0,0.0,399.5941996428686
2018-06-15,6.0,14.62,2.4366666666666665,144.87604365409962,243.84155708548315,0.06672064192782119,1.5907625535771055e-05,2.0,1.17,227.88749440398155
2018-06-16,6.0,8.719999999999999,1.4533333333333331,232.84880436367828,274.5783885503667,0.03278559530620452,0.00011936955924508946,6.0,8.719999999999999,232.84880436367828
2018-06-17,26.0,109.96000000000001,4.229230769230769,74.41654409169143,252.57498774730266,0.4210245214061793,0.0003082912318624558,2.0,1.8800000000000001,74.41654409169143
2018-06-18,24.0,45.92,1.9133333333333333,74.29730964994197,228.57577882915044,0.21850236879282428,0.0,0.0,0.0,399.5941996428686
2018-06-19,26.0,84.65,3.255769230769231,74.34959259386324,242.47470819457897,0.4941246190429233,2.4414187327943048e-05,0.0,0.0,399.5941996428686
2018-06-20,25.0,122.37,4.8948,74.31623548524992,198.01571865515777,0.7836318124679258,0.00029101968567909955,3.0,8.75,143.82270315434425
2018-06-21,17.0,35.93,2.1135294117647057,74.12842811325945,219.89503770084323,0.18682996713160924,0.0,0.0,0.0,399.5941996428686
2018-06-22,5.0,13.29,2.658,144.61933023369946,198.74771240007925,0.05875755835786359,0.00016714807201265617,1.0,6.3,277.25319328930357
2018-06-23,3.0,13.18,4.3933333333333335,203.60030877374678,255.47333176350136,0.06011902022395248,0.000136125760781117,0.0,0.0,399.5941996428686
2018-06-24,17.0,33.22,1.9541176470588235,76.9432009428673,226.87387710497256,0.1533598011893564,0.0003849480438241783,3.0,3.54,76.9432009428673
2018-06-25,22.0,31.880000000000003,1.4490909090909092,74.26357586371466,244.31017986988775,0.12562322190071645,0.0,0.0,0.0,399.5941996428686
2018-06-26,3.0,5.07,1.6900000000000002,74.20579099651654,197.1830417317875,0.026904094070765487,0.00018888636286916915,1.0,1.03,74.20579099651654
2018-06-27,17.0,1390.55,81.79705882352941,77.01958691252914,304.944588027114,4.103408985283883,0.007337119817425277,1.0,1.38,77.01958691252914
2018-06-28,80.0,225.6,2.82,144.7916191097017,318.78445791949935,0.7125119343704291,0.0021431078195363307,75.0,209.63,200.98040140647447
2018-06-29,5.0,11.59,2.318,157.37502293747463,297.02898944358503,0.04084905990208865,0.0001284451584160958,3.0,8.58,335.84706224760777
2018-06-30,13.0,11.71,0.9007692307692309,74.19995625239372,257.71991944677654,0.05313285816100305,0.0001884122573409053,1.0,1.02,74.19995625239372
2018-07-01,3.0,7.92,2.64,74.09874956935427,140.0659866682593,0.04983395648229988,0.0003418582000489057,2.0,2.19,74.09874956935427
2018-07-02,5.0,12.82,2.564,221.65721063325248,264.3622002865246,0.05014996317138868,8.29730159936873e-06,0.0,0.0,399.5941996428686
2018-07-03,3.0,26.950000000000003,8.983333333333334,66.6728892715445,158.5482079310845,0.34363241449731396,0.00486965176739618,2.0,22.42,66.6728892715445
